,num,zipcode,name,latitude,longitude,geohash,geohash_5,geohash_6,population_bucket,population_bucket_label
2094,1967.0,17189,Cellera de Ter,41.9686921,2.6205193,sp3y,sp3yg,sp3yg8,"(1000, 5000]",4
2095,9.0,26045,Cellorigo,42.6271687,-2.9993768,eztf,eztfe,eztfe8,"(0, 100]",1
2096,5503.0,17049,Celrà,42.0247111,2.8789816,sp6p,sp6p1,sp6p1d,"(5000, 10000]",5
2097,1871.0,31193,Cendea de Olza/Oltza Zendea,42.825138800000005,-1.777342987564107,ezwe,ezwex,ezwexs,"(1000, 5000]",4
2098,67.0,19080,Cendejas de Enmedio,40.982451,-2.8722665,ezmc,ezmcn,ezmcns,"(0, 100]",1
2099,24.0,19081,Cendejas de la Torre,40.9788955,-2.8514415,ezmc,ezmcp,ezmcp5,"(0, 100]",1
2100,8121.0,18047,Cenes de la Vega,37.1600004,-3.5390463,eyt7,eyt7r,eyt7rk,"(5000, 10000]",5
2101,2073.0,26046,Cenicero,42.4813371,-2.6420483,ezw1,ezw1e,ezw1ev,"(1000, 5000]",4
2102,2089.0,28037,Cenicientos,40.2631894,-4.4669801,ezhv,ezhv4,ezhv43,"(1000, 5000]",4
2103,1183.0,2026,Cenizate,39.3036546,-1.6613917,eyyz,eyyzd,eyyzd5,"(1000, 5000]",4
2104,1119.0,32025,Cenlle,42.341769549999995,-8.094013502658417,ezd0,ezd0z,ezd0zu,"(1000, 5000]",4
2105,7641.0,8067,Centelles,41.7981296,2.2218056,sp3t,sp3tf,sp3tf9,"(5000, 10000]",5
2106,144.0,19082,Centenera,40.6523767,-3.0539125,ezjz,ezjz6,ezjz68,"(100, 500]",2
2107,22.0,42059,Centenera de Andaluz,41.5070231,-2.7178655,ezqh,ezqh4,ezqh4h,"(0, 100]",1
2108,290.0,37098,Cepeda,40.4651479,-6.0407743,ez5w,ez5wn,ez5wnw,"(100, 500]",2
2109,74.0,5058,Cepeda la Mora,40.4576267,-5.0488492,ezhq,ezhqj,ezhqjj,"(0, 100]",1
2110,30.0,42060,Cerbón,41.9292939,-2.1687504,ezqq,ezqqw,ezqqw8,"(0, 100]",1
2111,5019.0,15024,Cerceda,43.1617295,-8.4852232,ez9v,ez9vw,ez9vwc,"(5000, 10000]",5
2112,7533.0,28038,Cercedilla,40.7412931,-4.0558002,ezjp,ezjpg,ezjpg8,"(5000, 10000]",5
2113,1169.0,8268,Cercs,42.1463987,1.8606233,sp3r,sp3rf,sp3rf2,"(1000, 5000]",4
2114,351.0,46096,Cerdà,38.9861769,-0.5743123,eyzt,eyztf,eyztfc,"(100, 500]",2
2115,57291.0,8266,Cerdanyola del Vallès,41.4910324,2.1374969,sp3s,sp3s0,sp3s09,"(50000, 100000]",7
2116,0,36011,Cerdedo,42.5503595,-8.4072896,ezd4,ezd40,ezd40d,,
2117,5697.0,36902,Cerdedo-Cotobade,42.5503595,-8.4072896,ezd4,ezd40,ezd40d,"(5000, 10000]",5
2118,1060.0,15025,Cerdido,43.6075149,-7.9522794,ezf2,ezf25,ezf254,"(1000, 5000]",4
2119,65.0,37099,Cereceda de la Sierra,40.5662971,-6.0923097,ez5w,ez5wv,ez5wv2,"(0, 100]",1
2120,238.0,49046,Cerecinos de Campos,41.9007181,-5.4850237,ezkn,ezkn7,ezkn75,"(100, 500]",2
2121,107.0,49047,Cerecinos del Carrizal,41.6831617,-5.6536476,ez7v,ez7vp,ez7vpk,"(100, 500]",2
2122,71.0,37100,Cerezal de Peñahorcada,41.1303953,-6.6538463,ez73,ez73b,ez73bx,"(0, 100]",1
2123,151.0,10063,Cerezo,40.2367345,-6.22756,ez5s,ez5sf,ez5sfk,"(100, 500]",2
2124,122.0,40053,Cerezo de Abajo,41.2178054,-3.5912905,ezm6,ezm6q,ezm6qr,"(100, 500]",2
2125,135.0,40054,Cerezo de Arriba,41.2386315,-3.558266,ezm6,ezm6x,ezm6x5,"(100, 500]",2
2126,512.0,9098,Cerezo de Río Tirón,42.4919916,-3.1356369,eztc,eztc8,eztc8x,"(500, 1000]",3
2127,109.0,49048,Cernadilla,42.0208673,-6.4170982,ez7r,ez7rj,ez7rjc,"(100, 500]",2
2128,74.0,44077,Cerollera,40.8398906,-0.0550993,ezrb,ezrbq,ezrbqd,"(0, 100]",1
2129,126.0,37101,Cerralbo,40.9743999,-6.5868328,ez73,ez734,ez7345,"(100, 500]",2
2130,397.0,45048,Cerralbos,39.9837814,-4.5691242,ezhg,ezhg2,ezhg2n,"(100, 500]",2
2131,55.0,9100,Cerratón de Juarros,42.4236317,-3.3744439,ezt9,ezt97,ezt974,"(0, 100]",1
2132,2286.0,21023,Cerro de Andévalo,37.7334975,-6.9384854,eyen,eyend,eyendj,"(1000, 5000]",4
2133,380.0,37102,Cerro,23.1084359,-82.3824298,dhj7,dhj7m,dhj7mq,"(100, 500]",2
2134,1250.0,27012,Cervantes,42.82700645,-6.961766504918908,eze5,eze59,eze59s,"(1000, 5000]",4
2135,261.0,34055,Cervatos de la Cueza,42.2904319,-4.7693449,ezs8,ezs8e,ezs8e6,"(100, 500]",2
2136,9307.0,8068,Cervelló,41.3964186,1.9585925,sp37,sp37k,sp37kx,"(5000, 10000]",5
2137,9393.0,25072,Cervera,41.6730667,1.2729426,sp2v,sp2vh,sp2vhf,"(5000, 10000]",5
2138,169.0,28039,Cervera de Buitrago,40.9211319,-3.5293404,ezm2,ezm2z,ezm2z9,"(100, 500]",2
2139,264.0,50079,Cervera de la Cañada,41.4321593,-1.7352713,ezqg,ezqg8,ezqg8w,"(100, 500]",2
2140,508.0,45049,Cervera de los Montes,40.0514382,-4.8102512,ezhe,ezhef,ezhefe,"(500, 1000]",3
2141,2256.0,34056,Cervera de Pisuerga,42.8635509,-4.4972234,ezsg,ezsgc,ezsgce,"(1000, 5000]",4
2142,217.0,16073,Cervera del Llano,39.7833137,-2.4205283,ezn6,ezn62,ezn62f,"(100, 500]",2
2143,593.0,12044,Cervera del Maestre,40.4546024,0.2764541,sp0n,sp0nn,sp0nnk,"(500, 1000]",3
2144,2273.0,26047,Cervera del Río Alhama,42.0058319,-1.9554794,ezqw,ezqwg,ezqwgw,"(1000, 5000]",4
2145,39.0,50080,Cerveruela,41.2156498,-1.2151644,ezr4,ezr4k,ezr4kr,"(0, 100]",1
2146,642.0,25073,Cervià de les Garrigues,41.425096,0.8603483,sp2e,sp2ee,sp2eet,"(500, 1000]",3
2147,999.0,17050,Cervià de Ter,42.0676956,2.9122136,sp6p,sp6p6,sp6p66,"(500, 1000]",3
2148,91.0,47049,Cervillego de la Cruz,41.1874001,-4.9498759,ezk6,ezk6r,ezk6r3,"(0, 100]",1
2149,4192.0,27013,Cervo,43.9257729,8.1151521,spvc,spvcb,spvcbs,"(1000, 5000]",4
2150,509.0,37103,Cespedosa de Tormes,40.5445749,-5.5796454,ezhn,ezhn9,ezhn9h,"(500, 1000]",3
2151,0,15026,Cesuras,43.1751818,-8.2087978,ezdj,ezdjt,ezdjt5,,
2152,570.0,50081,Cetina,41.2916171,-1.961786,ezqd,ezqdg,ezqdgk,"(500, 1000]",3
2153,83117.0,51001,Ceuta,35.89442195,-5.355817352394269,eykh,eykhn,eykhnn,"(50000, 100000]",7
2154,12391.0,30018,Ceutí,38.0776952,-1.2741301,eyz0,eyz0e,eyz0e5,"(10000, 50000]",6
2155,490.0,34057,Cevico de la Torre,41.8515571,-4.4093299,ezky,ezky5,ezky5d,"(100, 500]",2
2156,189.0,34058,Cevico Navero,41.8618652,-4.184837,ezmn,ezmn0,ezmn0u,"(100, 500]",2
2157,62.0,37114,Chagarcía Medianero,40.6490995,-5.3814275,ezhp,ezhpj,ezhpjx,"(0, 100]",1
2158,117.0,22094,Chalamera,41.6647914,0.1629428,sp2j,sp2j5,sp2j58,"(100, 500]",2
2159,63.0,5067,Chamartín,40.7018688,-4.9570085,ezhr,ezhrx,ezhrx1,"(0, 100]",1
2160,495.0,32029,Chandrexa de Queixa,42.259279899999996,-7.377615472322706,ezdb,ezdb2,ezdb2j,"(100, 500]",2
2161,8083.0,27016,Chantada,42.6089783,-7.8218597,ezd6,ezd6q,ezd6qh,"(5000, 10000]",5
2162,703.0,40065,Chañe,41.3379304,-4.4271261,ezkg,ezkg5,ezkg5m,"(500, 1000]",3
2163,2512.0,28051,Chapinería,40.379164,-4.2097254,ezjj,ezjj8,ezjj8n,"(1000, 5000]",4
2164,5667.0,18059,Chauchina,37.2014921,-3.7724726,eyt7,eyt7d,eyt7dh,"(5000, 10000]",5
2165,286.0,19103,Checa,40.58607,-1.7909144,eznw,eznwz,eznwzh,"(100, 500]",2
2166,1159.0,6042,Cheles,38.5125799,-7.2815483,eyfg,eyfg4,eyfg47,"(1000, 5000]",4
2167,2434.0,46107,Chella,39.0419132,-0.6590644,eyzw,eyzw1,eyzw15,"(1000, 5000]",4
2168,1597.0,46106,Chelva,39.7486658,-0.9976861,ezp6,ezp61,ezp61k,"(1000, 5000]",4
2169,16.0,19104,Chequilla,40.6062454,-1.8278273,eznx,eznxn,eznxn2,"(0, 100]",1
2170,492.0,46108,Chera,39.5931474,-0.9729021,ezp3,ezp31,ezp31z,"(100, 500]",2
2171,301.0,4036,Chercos,37.2667517,-2.258213,eywk,eywkh,eywkh8,"(100, 500]",2
2172,8971.0,46109,Cheste,39.4939368,-0.6842101,ezp8,ezp88,ezp88m,"(5000, 10000]",5
2173,87.0,22095,Chía,42.5206948,0.465951,sp83,sp83f,sp83fs,"(0, 100]",1
2174,87493.0,11015,Chiclana de la Frontera,36.4191096,-6.1460683,ey7x,ey7xh,ey7xhj,"(50000, 100000]",7
2175,902.0,23029,Chiclana de Segura,38.3115637,-3.0428203,eyvc,eyvcf,eyvcfy,"(500, 1000]",3
2176,2846.0,12053,Chilches/Xilxes,39.7829646,-0.1880242,ezpf,ezpf7,ezpf7d,"(1000, 5000]",4
2177,721.0,16023,Chillarón de Cuenca,40.1047007,-2.2210894,eznk,eznkj,eznkjk,"(500, 1000]",3
2178,85.0,19106,Chillarón del Rey,40.5970133,-2.6898503,eznn,eznnf,eznnfy,"(0, 100]",1
2179,1758.0,13038,Chillón,38.7967523,-4.8669119,eyus,eyus9,eyus9q,"(1000, 5000]",4
2180,1397.0,23030,Chilluévar,38.0018558,-3.0314178,eyvb,eyvb5,eyvb5n,"(1000, 5000]",4
2181,3858.0,19105,Chiloeches,40.5732118,-3.1627206,ezjy,ezjyb,ezjyb4,"(1000, 5000]",4
2182,1254.0,18061,Chimeneas,37.1312258,-3.8235177,eyt7,eyt70,eyt70z,"(1000, 5000]",4
2183,402.0,22096,Chimillas,42.1712717,-0.4523857,ezrx,ezrxv,ezrxvt,"(100, 500]",2
2184,4497.0,2029,Chinchilla de Monte-Aragón,38.9196837,-1.7263326,eyyv,eyyv2,eyyv2t,"(1000, 5000]",4
2185,5658.0,28052,Chinchón,40.1408293,-3.4231474,ezjs,ezjs6,ezjs65,"(5000, 10000]",5
2186,19592.0,11016,Chipiona,36.7355451,-6.4348221,eye2,eye2v,eye2vx,"(10000, 50000]",6
2187,515.0,50092,Chiprana,41.2623516,-0.1272234,ezrf,ezrft,ezrftp,"(500, 1000]",3
2188,1511.0,4037,Chirivel,37.5959771,-2.2679281,eywm,eywmu,eywmuk,"(1000, 5000]",4
2189,16285.0,46111,Chiva,39.4726098,-0.7178348,ezp2,ezp2x,ezp2x9,"(10000, 50000]",6
2190,96.0,50093,Chodes,41.4864008,-1.4797969,ezqu,ezqun,ezqun2,"(0, 100]",1
2191,120.0,12055,Chodos/Xodos,40.2454715,-0.2873322,ezpu,ezpuc,ezpucq,"(100, 500]",2
2192,304.0,12056,Chóvar,39.8509369,-0.3200757,ezpf,ezpf8,ezpf8w,"(100, 500]",2
2193,2625.0,24065,Chozas de Abajo,42.5069416,-5.6868872,ezec,ezecy,ezecyd,"(1000, 5000]",4
2194,4523.0,45056,Chozas de Canales,40.0994053,-4.0438492,ezjh,ezjh5,ezjh5g,"(1000, 5000]",4
2195,2229.0,21030,Chucena,37.3636792,-6.3930714,eyek,eyekw,eyekw9,"(1000, 5000]",4
2196,249.0,45057,Chueca,39.7315956,-3.9426979,ezj4,ezj4n,ezj4n2,"(100, 500]",2
2197,692.0,46112,Chulilla,39.6563771,-0.8921028,ezp3,ezp3e,ezp3ee,"(500, 1000]",3
2198,58.0,16081,Chumillas,39.7711484,-2.0322704,eznd,eznd3,eznd3b,"(0, 100]",1
2199,16026.0,18062,Churriana de la Vega,37.1477968,-3.6462454,eyt7,eyt7m,eyt7m4,"(10000, 50000]",6
2200,78.0,9101,Ciadoncha,42.1592689,-3.9341394,ezmp,ezmpy,ezmpy6,"(0, 100]",1
2201,23.0,26048,Cidamón,42.4954437,-2.8792515,eztc,eztcy,eztcy2,"(0, 100]",1
2202,306.0,42061,Cidones,41.8150609,-2.6405915,ezqj,ezqjg,ezqjgu,"(100, 500]",2
2203,25383.0,28040,Ciempozuelos,40.1580087,-3.6205514,ezjk,ezjkm,ezjkmw,"(10000, 50000]",6
2204,37.0,16074,Cierva,40.0564088,-1.8512278,ezne,eznev,eznevu,"(0, 100]",1
2205,548.0,39021,Cieza,43.2230443,-4.124873387159046,eztj,eztjf,eztjfh,"(500, 1000]",3
2206,35298.0,30019,Cieza,43.2230443,-4.124873387159046,eztj,eztjf,eztjfh,"(10000, 50000]",6
2207,1625.0,19086,Cifuentes,40.7854746,-2.6220894,ezq0,ezq0h,ezq0h2,"(1000, 5000]",4
2208,5286.0,47050,Cigales,41.7582863,-4.6989785,ezkt,ezktt,ezktt1,"(5000, 10000]",5
2209,19.0,42062,Cigudosa,41.9357183,-2.05623,ezqw,ezqw9,ezqw94,"(0, 100]",1
2210,356.0,47051,Ciguñuela,41.6403944,-4.8564949,ezks,ezksc,ezksck,"(100, 500]",2
2211,43.0,42063,Cihuela,41.4066105,-2.0000298,ezqe,ezqed,ezqed3,"(0, 100]",1
2212,186.0,26049,Cihuri,42.5655085,-2.9218252,eztf,eztfj,eztfjs,"(100, 500]",2
2213,3537.0,18048,Cijuela,37.1998748,-3.8105099,eyt7,eyt79,eyt79k,"(1000, 5000]",4
2214,75.0,5059,Cillán,40.7048645,-4.9778296,ezhr,ezhrw,ezhrwd,"(0, 100]",1
2215,36.0,9102,Cillaperlata,42.7824799,-3.3582255,ezte,ezte7,ezte7s,"(0, 100]",1
2216,1590.0,10064,Cilleros,40.1136983,-6.7913987,ez5h,ez5hj,ez5hjq,"(1000, 5000]",4
2217,23.0,37104,Cilleros de la Bastida,40.5764747,-6.0611439,ez5w,ez5wy,ez5wy4,"(0, 100]",1
2218,208.0,9103,Cilleruelo de Abajo,41.8841088,-3.7963274,ezmq,ezmq3,ezmq38,"(100, 500]",2
2219,43.0,9104,Cilleruelo de Arriba,41.9047903,-3.6606354,ezmq,ezmqk,ezmqks,"(0, 100]",1
2220,36.0,40055,Cilleruelo de San Mamés,41.4320204,-3.5666086,ezm7,ezm7w,ezm7wy,"(0, 100]",1
2221,1306.0,39022,Cillorigo de Liébana,43.20767765,-4.612256863602484,ezst,ezstz,ezstz1,"(1000, 5000]",4
2222,453.0,24054,Cimanes de la Vega,42.118029,-5.5984783,ezkp,ezkp8,ezkp8e,"(100, 500]",2
2223,744.0,24055,Cimanes del Tejar,42.6177068,-5.8059392,ezef,ezef7,ezef7y,"(500, 1000]",3
2224,86.0,50082,Cimballa,41.1024901,-1.7750256,ezq9,ezq9z,ezq9zd,"(0, 100]",1
2225,102.0,50083,Cinco Olivas,41.3403204,-0.3719351,ezre,ezrep,ezrept,"(100, 500]",2
2226,27.0,19087,Cincovillas,41.2054105,-2.8193375,ezmf,ezmfr,ezmfrv,"(0, 100]",1
2227,412.0,12045,Cinctorres,40.5825853,-0.2161136,ezpy,ezpyg,ezpyg5,"(100, 500]",2
2228,8106.0,31072,Cintruénigo,42.0799132,-1.8034973,ezqx,ezqxq,ezqxqu,"(5000, 10000]",5
2229,247.0,37106,Cipérez,40.9626362,-6.2649394,ez79,ez791,ez7913,"(100, 500]",2
2230,226.0,12046,Cirat,40.0547973,-0.462651,ezpe,ezpev,ezpev7,"(100, 500]",2
2231,465.0,31074,Cirauqui/Zirauki,42.6756793,-1.890971,ezwd,ezwdu,ezwdub,"(100, 500]",2
2232,74.0,42064,Ciria,41.6187602,-1.9668672,ezqs,ezqsg,ezqsg0,"(0, 100]",1
2233,161.0,31075,Ciriza/Ziritza,42.7918412,-1.8241361,ezwe,ezweq,ezweqq,"(100, 500]",2
2234,120.0,19088,Ciruelas,40.7527479,-3.0893328,ezjz,ezjzc,ezjzcd,"(100, 500]",2
2235,630.0,45050,Ciruelos,39.9383171,-3.6137358,ezj7,ezj7j,ezj7jy,"(500, 1000]",3
2236,101.0,9105,Ciruelos de Cervera,41.9058747,-3.5299981,ezmq,ezmqr,ezmqrs,"(100, 500]",2
2237,24.0,19089,Ciruelos del Pinar,41.0085794,-2.220325,ezq3,ezq3m,ezq3m3,"(0, 100]",1
2238,194.0,26050,Cirueña,42.4117511,-2.8955322,eztc,eztcq,eztcq0,"(100, 500]",2
2239,20.0,42065,Cirujales del Río,41.8677085,-2.3265011,ezqq,ezqq5,ezqq5j,"(0, 100]",1
2240,102.0,5060,Cisla,40.9657349,-5.0139719,ezk3,ezk3j,ezk3jc,"(100, 500]",2
2241,413.0,34059,Cisneros,42.2210096,-4.8578445,ezs8,ezs81,ezs81q,"(100, 500]",2
2242,307.0,17051,Cistella,42.268711,2.8472717,spd0,spd02,spd02y,"(100, 500]",2
2243,9129.0,47052,Cistérniga,41.6121464,-4.6851558,ezks,ezkst,ezkstr,"(5000, 10000]",5
2244,2986.0,24056,Cistierna,42.8031437,-5.1255957,ezs7,ezs7e,ezs7e2,"(1000, 5000]",4
2245,74850.0,13034,Ciudad Real,38.959734749999996,-3.8828744402485436,eyvj,eyvjx,eyvjxs,"(50000, 100000]",7
2246,11973.0,37107,Ciudad Rodrigo,40.5973921,-6.5335182,ez5q,ez5qg,ez5qgq,"(10000, 50000]",6
2247,30811.0,7015,Ciutadella de Menorca,39.9884294,3.8285693,sp4e,sp4er,sp4erp,"(10000, 50000]",6
2248,190.0,25074,Ciutadilla,41.5619223,1.1397256,sp2u,sp2u3,sp2u3y,"(100, 500]",2
2249,3920.0,31076,Cizur,42.76275645,-1.7402327519617022,ezwg,ezwg2,ezwg22,"(1000, 5000]",4
2250,71.0,50084,Clarés de Ribota,41.5297053,-1.8377207,ezqs,ezqsq,ezqsq0,"(0, 100]",1
2251,162.0,25075,Clariana de Cardener,41.9337762,1.6255629,sp3n,sp3ns,sp3nsc,"(100, 500]",2
2252,300.0,26051,Clavijo,42.3494671,-2.4262521,ezw2,ezw2b,ezw2bv,"(100, 500]",2
2253,3285.0,33018,Coaña,43.512625799999995,-6.761010561610359,ezep,ezepw,ezepw1,"(1000, 5000]",4
2254,160.0,4034,Cóbdar,37.2615745,-2.2100178,eyw7,eyw7v,eyw7vx,"(100, 500]",2
2255,2482.0,45051,Cobeja,40.0235161,-3.8581058,ezj7,ezj78,ezj78n,"(1000, 5000]",4
2256,7551.0,28041,Cobeña,40.5676083,-3.5048565,ezjw,ezjwb,ezjwb1,"(5000, 10000]",5
2257,108.0,19090,Cobeta,40.8655802,-2.1423641,ezq2,ezq2r,ezq2rp,"(100, 500]",2
2258,4427.0,45052,Cobisa,39.8044211,-4.0247277,ezj4,ezj4k,ezj4kq,"(1000, 5000]",4
2259,132.0,34060,Cobos de Cerrato,42.0283301,-4.0018015,ezmp,ezmph,ezmphg,"(100, 500]",2
2260,42.0,40056,Cobos de Fuentidueña,41.3832558,-3.9272432,ezm5,ezm5q,ezm5qt,"(0, 100]",1
2261,543.0,49050,Cobreros,42.0731227,-6.7017956,ez7p,ez7pr,ez7pr7,"(500, 1000]",3
2262,1716.0,40057,Coca,41.2176667,-4.5228361,ezkf,ezkf3,ezkf3p,"(1000, 5000]",4
2263,104.0,37108,Coca de Alba,40.8780162,-5.3649354,ezk0,ezk0t,ezk0tc,"(100, 500]",2
2264,11298.0,3056,Cocentaina,38.744158,-0.4400707,eyzs,eyzsm,eyzsmv,"(10000, 50000]",6
2265,208.0,50085,Codo,41.3334059,-0.6994359,ezre,ezre0,ezre0h,"(100, 500]",2
2266,317.0,44080,Codoñera,40.9339791,-0.0861035,ezrb,ezrby,ezrby5,"(100, 500]",2
2267,326.0,40058,Codorniz,41.0661883,-4.600697,ezk9,ezk9x,ezk9x7,"(100, 500]",2
2268,232.0,50086,Codos,41.2935148,-1.374515,ezr4,ezr4b,ezr4bt,"(100, 500]",2
2269,2025.0,6037,Codosera,39.2072985,-7.1736064,eyfz,eyfzh,eyfzhc,"(1000, 5000]",4
2270,1112.0,46097,Cofrentes,39.2299883,-1.0619387,eyzp,eyzpp,eyzppv,"(1000, 5000]",4
2271,144.0,47053,Cogeces de Íscar,41.4062774,-4.5452791,ezkg,ezkg8,ezkg89,"(100, 500]",2
2272,630.0,47054,Cogeces del Monte,41.5102875,-4.31692,ezku,ezkuj,ezkuju,"(500, 1000]",3
2273,20.0,19091,Cogollor,40.8486323,-2.743998,ezq0,ezq03,ezq03s,"(0, 100]",1
2274,601.0,9108,Cogollos,42.2015894,-3.6985858,ezt2,ezt25,ezt25f,"(500, 1000]",3
2275,636.0,18049,Cogollos de Guadix,37.2241755,-3.1610634,eytg,eytgb,eytgb0,"(500, 1000]",3
2276,2042.0,18050,Cogollos de la Vega,37.2755727,-3.572149,eytk,eytkn,eytkn9,"(1000, 5000]",4
2277,563.0,19092,Cogolludo,40.9470672,-3.0887458,ezmb,ezmbc,ezmbcw,"(500, 1000]",3
2278,151.0,25076,Cogul,46.3797285,11.9306443,u20r,u20rz,u20rz7,"(100, 500]",2
2279,24309.0,29042,Coín,36.6600506,-4.7565615,eys8,eys8e,eys8ec,"(10000, 50000]",6
2280,1913.0,15027,Coirós,43.2424971,-8.1390019,ezdn,ezdnn,ezdnnb,"(1000, 5000]",4
2281,468.0,17054,Colera,42.4036867,3.1489254,spd1,spd1p,spd1px,"(100, 500]",2
